Time,Channel A,Channel B
-3.55580031,-0.04608295,0.05340739
-3.55570031,-0.04608295,-0.03784295
-3.55560031,0.04394665,0.05340739
-3.55550031,-0.04608295,0.05340739
-3.55540031,0.04394665,0.05340739
-3.55530031,-0.04608295,-0.03784295
-3.55520031,-0.04608295,-0.03784295
-3.55510031,0.04394665,0.05340739
-3.55500031,-0.04608295,0.05340739
-3.55490031,-0.04608295,0.05340739
-3.55480031,-0.04608295,0.05340739
-3.55470031,-0.04608295,-0.03784295
-3.55460031,0.04394665,0.05340739
-3.55450031,-0.04608295,0.05340739
-3.55440031,-0.04608295,0.05340739
-3.55430031,-0.04608295,0.05340739
-3.55420031,-0.04608295,-0.03784295
-3.55410031,0.04394665,0.05340739
-3.55400031,-0.04608295,0.05340739
-3.55390031,-0.04608295,-0.03784295
-3.55380031,-0.04608295,0.05340739
-3.55370031,-0.04608295,-0.03784295
-3.55360031,-0.04608295,0.05340739
-3.55350031,0.04394665,0.05340739
-3.55340031,-0.04608295,0.05340739
-3.55330031,-0.04608295,0.05340739
-3.55320031,-0.04608295,-0.03784295
-3.55310031,-0.04608295,0.05340739
-3.55300031,0.04394665,0.05340739
-3.55290031,0.04394665,0.05340739
-3.55280031,-0.04608295,0.05340739
-3.55270031,-0.04608295,-0.03784295
-3.55260031,0.04394665,0.05340739
-3.55250031,-0.04608295,0.05340739
-3.55240031,-0.04608295,0.05340739
-3.55230031,-0.04608295,0.05340739
-3.55220031,-0.04608295,0.05340739
-3.55210031,-0.04608295,0.05340739
-3.55200031,0.04394665,0.05340739
-3.55190031,0.04394665,0.05340739
-3.55180031,0.04394665,-0.03784295
-3.55170031,-0.04608295,0.05340739
-3.55160031,-0.04608295,-0.03784295
-3.55150031,0.04394665,0.05340739
-3.55140031,0.04394665,-0.03784295
-3.55130031,-0.04608295,0.05340739
-3.55120031,-0.04608295,0.05340739
-3.55110031,0.04394665,0.05340739
-3.55100031,-0.04608295,0.05340739
-3.55090031,-0.04608295,0.05340739
-3.55080031,-0.04608295,0.05340739
-3.55070031,-0.04608295,0.05340739
-3.55060031,0.04394665,0.05340739
-3.55050031,-0.04608295,0.05340739
-3.55040031,-0.04608295,-0.03784295
-3.55030031,0.04394665,-0.03784295
-3.55020031,0.04394665,0.05340739
-3.55010031,-0.04608295,-0.03784295
-3.55000031,0.04394665,0.05340739
-3.54990031,-0.04608295,-0.03784295
-3.54980031,-0.04608295,-0.03784295
-3.54970031,0.04394665,0.05340739
-3.54960031,-0.04608295,-0.03784295
-3.54950031,0.04394665,0.05340739
-3.54940031,0.04394665,0.05340739
-3.54930031,0.04394665,-0.03784295
-3.54920031,-0.04608295,-0.03784295
-3.54910031,-0.04608295,0.05340739
-3.54900031,0.04394665,-0.03784295
-3.54890031,-0.04608295,0.05340739
-3.54880031,-0.04608295,0.05340739
-3.54870031,0.04394665,0.05340739
-3.54860031,0.04394665,0.05340739
-3.54850031,-0.04608295,0.05340739
-3.54840031,-0.04608295,0.05340739
-3.54830031,-0.04608295,-0.03784295
-3.54820031,0.04394665,0.05340739
-3.54810031,-0.04608295,0.05340739
-3.54800031,-0.04608295,-0.03784295
-3.54790031,-0.04608295,0.05340739
-3.54780031,-0.04608295,0.05340739
-3.54770031,-0.04608295,0.05340739
-3.54760031,-0.04608295,0.05340739
-3.54750031,-0.04608295,0.05340739
-3.54740031,-0.04608295,-0.03784295
-3.54730031,-0.04608295,-0.03784295
-3.54720031,-0.04608295,0.05340739
-3.54710031,0.04394665,0.05340739
-3.54700031,-0.04608295,-0.03784295
-3.54690031,-0.04608295,0.05340739
-3.54680031,-0.04608295,-0.03784295
-3.54670031,0.04394665,0.05340739
-3.54660031,0.04394665,0.05340739
-3.54650031,-0.04608295,0.05340739
-3.54640031,-0.04608295,0.05340739
-3.54630031,-0.04608295,0.05340739
-3.54620031,0.04394665,-0.03784295
-3.54610031,-0.04608295,-0.03784295
-3.54600031,-0.04608295,0.05340739
-3.54590031,-0.04608295,0.05340739
-3.54580031,-0.04608295,0.05340739
-3.54570031,-0.04608295,0.05340739
-3.54560031,-0.04608295,0.05340739
-3.54550031,-0.04608295,0.05340739
-3.54540031,-0.04608295,0.05340739
-3.54530031,-0.04608295,0.05340739
-3.54520031,-0.04608295,0.05340739
-3.54510031,0.04394665,0.05340739
-3.54500031,0.04394665,0.05340739
-3.54490031,0.04394665,0.05340739
-3.54480031,0.04394665,0.05340739
-3.54470031,0.04394665,0.05340739
-3.54460031,0.04394665,-0.03784295
-3.54450031,-0.04608295,0.05340739
-3.54440031,-0.04608295,-0.03784295
-3.54430031,-0.04608295,-0.03784295
-3.54420031,-0.04608295,0.05340739
-3.54410031,-0.04608295,0.05340739
-3.54400031,0.04394665,0.05340739
-3.54390031,0.04394665,0.05340739
-3.54380031,-0.04608295,-0.03784295
-3.54370031,-0.04608295,0.05340739
-3.54360031,-0.04608295,-0.03784295
-3.54350031,-0.04608295,-0.03784295
-3.54340031,0.04394665,0.05340739
-3.54330031,-0.04608295,0.05340739
-3.54320031,-0.04608295,-0.03784295
-3.54310031,-0.04608295,0.05340739
-3.54300031,-0.04608295,0.05340739
-3.54290031,0.04394665,0.05340739
-3.54280031,-0.04608295,0.05340739
-3.54270031,-0.04608295,0.05340739
-3.54260031,-0.04608295,-0.03784295
-3.54250031,0.04394665,0.05340739
-3.54240031,-0.04608295,0.05340739
-3.54230031,-0.04608295,0.05340739
-3.54220031,-0.04608295,-0.03784295
-3.54210031,0.04394665,-0.03784295
-3.54200031,-0.04608295,-0.03784295
-3.54190031,-0.04608295,0.05340739
-3.54180031,-0.04608295,0.05340739
-3.54170031,0.04394665,0.05340739
-3.54160031,0.04394665,0.05340739
-3.54150031,-0.04608295,-0.03784295
-3.54140031,0.04394665,0.05340739
-3.54130031,-0.04608295,0.05340739
-3.54120031,0.04394665,-0.03784295
-3.54110031,0.04394665,0.05340739
-3.54100031,-0.04608295,0.05340739
-3.54090031,-0.04608295,0.05340739
-3.54080031,0.04394665,0.05340739
-3.54070031,-0.04608295,-0.03784295
-3.54060031,0.04394665,0.05340739
-3.54050031,-0.04608295,0.05340739
-3.54040031,-0.04608295,-0.03784295
-3.54030031,-0.04608295,0.05340739
-3.54020031,-0.04608295,-0.03784295
-3.54010031,-0.04608295,0.05340739
-3.54000031,0.04394665,0.05340739
-3.53990031,0.04394665,0.05340739
-3.53980031,0.04394665,-0.03784295
-3.53970031,0.04394665,-0.03784295
-3.53960031,-0.04608295,0.05340739
-3.53950031,-0.04608295,0.05340739
-3.53940031,-0.04608295,0.05340739
-3.53930031,-0.04608295,0.05340739
-3.53920031,-0.04608295,0.05340739
-3.53910031,0.04394665,0.05340739
-3.53900031,-0.04608295,-0.03784295
-3.53890031,0.04394665,0.05340739
-3.53880031,-0.04608295,-0.03784295
-3.53870031,0.04394665,0.05340739
-3.53860031,-0.04608295,-0.03784295
-3.53850031,-0.04608295,-0.03784295
-3.53840031,-0.04608295,-0.03784295
-3.53830031,0.04394665,0.05340739
-3.53820031,-0.04608295,0.05340739
-3.53810031,-0.04608295,0.05340739
-3.53800031,-0.04608295,-0.03784295
-3.53790031,0.04394665,0.05340739
-3.53780031,0.04394665,0.05340739
-3.53770031,-0.04608295,-0.03784295
-3.53760031,0.04394665,0.05340739
-3.53750031,0.04394665,-0.03784295
-3.53740031,-0.04608295,-0.03784295
-3.53730031,0.04394665,-0.03784295
-3.53720031,-0.04608295,0.05340739
-3.53710031,-0.04608295,0.05340739
-3.53700031,0.04394665,0.05340739
-3.53690031,0.04394665,0.05340739
-3.53680031,-0.04608295,-0.03784295
-3.53670031,0.04394665,-0.03784295
-3.53660031,0.04394665,0.05340739
-3.53650031,0.04394665,-0.03784295
-3.53640031,-0.04608295,0.05340739
-3.53630031,-0.04608295,-0.03784295
-3.53620031,-0.04608295,0.05340739
-3.53610031,-0.04608295,0.05340739
-3.53600031,0.04394665,0.05340739
-3.53590031,-0.04608295,0.05340739
-3.53580031,-0.04608295,0.05340739
-3.53570031,-0.04608295,0.05340739
-3.53560031,0.04394665,0.05340739
-3.53550031,-0.04608295,0.05340739
-3.53540031,-0.04608295,0.05340739
-3.53530031,-0.04608295,-0.03784295
-3.53520031,-0.04608295,0.05340739
-3.53510031,-0.04608295,-0.03784295
-3.53500031,-0.04608295,0.05340739
-3.53490031,0.04394665,0.05340739
-3.53480031,-0.04608295,0.05340739
-3.53470031,0.04394665,0.05340739
-3.53460031,-0.04608295,-0.03784295
-3.53450031,-0.04608295,0.05340739
-3.53440031,-0.04608295,-0.03784295
-3.53430031,-0.04608295,0.05340739
-3.53420031,0.04394665,0.05340739
-3.53410031,0.04394665,0.05340739
-3.53400031,0.04394665,0.05340739
-3.53390031,0.04394665,0.05340739
-3.53380031,0.04394665,0.05340739
-3.53370031,0.04394665,-0.03784295
-3.53360031,-0.04608295,0.05340739
-3.53350031,-0.04608295,0.05340739
-3.53340031,-0.04608295,0.05340739
-3.53330031,-0.04608295,0.05340739
-3.53320031,0.04394665,-0.03784295
-3.53310031,0.04394665,-0.03784295
-3.53300031,-0.04608295,0.05340739
-3.53290031,-0.04608295,0.05340739
-3.53280031,-0.04608295,0.05340739
-3.53270031,-0.04608295,0.05340739
-3.53260031,-0.04608295,0.05340739
-3.53250031,-0.04608295,0.05340739
-3.53240031,-0.04608295,-0.03784295
-3.53230031,0.04394665,0.05340739
-3.53220031,-0.04608295,0.05340739
-3.53210031,0.04394665,-0.03784295
-3.53200031,0.04394665,0.05340739
-3.53190031,0.04394665,-0.03784295
-3.53180031,-0.04608295,0.05340739
-3.53170031,-0.04608295,-0.03784295
-3.53160031,-0.04608295,-0.03784295
-3.53150031,-0.04608295,-0.03784295
-3.53140031,-0.04608295,0.05340739
-3.53130031,0.04394665,0.05340739
-3.53120031,-0.04608295,0.05340739
-3.53110031,-0.04608295,-0.03784295
-3.53100031,-0.04608295,-0.03784295
-3.53090031,0.04394665,0.05340739
-3.53080031,-0.04608295,-0.03784295
-3.53070031,-0.04608295,0.05340739
-3.53060031,-0.04608295,0.05340739
-3.53050031,-0.04608295,-0.03784295
-3.53040031,-0.04608295,0.05340739
-3.53030031,-0.04608295,-0.03784295
-3.53020031,0.04394665,0.05340739
-3.53010031,-0.04608295,0.05340739
-3.53000031,-0.04608295,-0.03784295
-3.52990031,-0.04608295,0.05340739
-3.52980031,-0.04608295,0.05340739
-3.52970031,-0.04608295,0.05340739
-3.52960031,0.04394665,0.05340739
-3.52950031,-0.04608295,-0.03784295
-3.52940031,-0.04608295,0.05340739
-3.52930031,0.04394665,0.05340739
-3.52920031,-0.04608295,0.05340739
-3.52910031,-0.04608295,0.05340739
-3.52900031,-0.04608295,-0.03784295
-3.52890031,-0.04608295,0.05340739
-3.52880031,-0.04608295,0.05340739
-3.52870031,-0.04608295,0.05340739
-3.52860031,-0.04608295,0.05340739
-3.52850031,-0.04608295,0.05340739
-3.52840031,-0.04608295,0.05340739
-3.52830031,-0.04608295,0.05340739
-3.52820031,-0.04608295,0.05340739
-3.52810031,-0.04608295,0.05340739
-3.52800031,-0.04608295,-0.03784295
-3.52790031,-0.04608295,-0.03784295
-3.52780031,-0.04608295,0.05340739
-3.52770031,-0.04608295,0.05340739
-3.52760031,-0.04608295,-0.03784295
-3.52750031,0.04394665,-0.03784295
-3.52740031,0.04394665,0.05340739
-3.52730031,0.04394665,0.05340739
-3.52720031,0.04394665,0.05340739
-3.52710031,-0.04608295,0.05340739
-3.52700031,-0.04608295,0.05340739
-3.52690031,-0.04608295,0.05340739
-3.52680031,-0.04608295,-0.03784295
-3.52670031,-0.04608295,0.05340739
-3.52660031,-0.04608295,0.05340739
-3.52650031,-0.04608295,0.05340739
-3.52640031,0.04394665,-0.03784295
-3.52630031,-0.04608295,0.05340739
-3.52620031,0.04394665,0.05340739
-3.52610031,-0.04608295,0.05340739
-3.52600031,-0.04608295,0.05340739
-3.52590031,0.04394665,0.05340739
-3.52580031,-0.04608295,0.05340739
-3.52570031,-0.04608295,0.05340739
-3.52560031,0.04394665,-0.03784295
-3.52550031,0.04394665,-0.03784295
-3.52540031,-0.04608295,-0.03784295
-3.52530031,0.04394665,-0.03784295
-3.52520031,-0.04608295,0.05340739
-3.52510031,-0.04608295,0.05340739
-3.52500031,-0.04608295,0.05340739
-3.52490031,0.04394665,0.05340739
-3.52480031,0.04394665,-0.03784295
-3.52470031,-0.04608295,0.05340739
-3.52460031,-0.04608295,0.05340739
-3.52450031,-0.04608295,-0.03784295
-3.52440031,0.04394665,0.05340739
-3.52430031,-0.04608295,0.05340739
-3.52420031,-0.04608295,0.05340739
-3.52410031,-0.04608295,0.05340739
-3.52400031,0.04394665,0.05340739
-3.52390031,-0.04608295,0.05340739
-3.52380031,-0.04608295,0.05340739
-3.52370031,0.04394665,0.05340739
-3.52360031,-0.04608295,0.05340739
-3.52350031,-0.04608295,0.05340739
-3.52340031,-0.04608295,0.05340739
-3.52330031,0.04394665,-0.03784295
-3.52320031,-0.04608295,-0.03784295
-3.52310031,-0.04608295,-0.03784295
-3.52300031,-0.04608295,0.05340739
-3.52290031,-0.04608295,-0.03784295
-3.52280031,-0.04608295,-0.03784295
-3.52270031,-0.04608295,0.05340739
-3.52260031,0.04394665,-0.03784295
-3.52250031,-0.04608295,-0.03784295
-3.52240031,0.04394665,0.05340739
-3.52230031,-0.04608295,0.05340739
-3.52220031,-0.04608295,-0.03784295
-3.52210031,-0.04608295,-0.03784295
-3.52200031,-0.04608295,0.05340739
-3.52190031,-0.04608295,0.05340739
-3.52180031,0.04394665,-0.03784295
-3.52170031,-0.04608295,0.05340739
-3.52160031,-0.04608295,-0.03784295
-3.52150031,0.04394665,-0.03784295
-3.52140031,0.04394665,0.05340739
-3.52130031,-0.04608295,0.05340739
-3.52120031,-0.04608295,0.05340739
-3.52110031,-0.04608295,0.05340739
-3.52100031,0.04394665,0.05340739
-3.52090031,-0.04608295,0.05340739
-3.52080031,-0.04608295,0.05340739
-3.52070031,-0.04608295,0.05340739
-3.52060031,-0.04608295,-0.03784295
-3.52050031,0.04394665,0.05340739
-3.52040031,0.04394665,0.05340739
-3.52030031,-0.04608295,0.05340739
-3.52020031,-0.04608295,-0.03784295
-3.52010031,-0.04608295,0.05340739
-3.52000031,-0.04608295,-0.03784295
-3.51990031,-0.04608295,-0.03784295
-3.51980031,-0.04608295,-0.03784295
-3.51970031,-0.04608295,0.05340739
-3.51960031,-0.04608295,0.05340739
-3.51950031,-0.04608295,-0.03784295
-3.51940031,-0.04608295,-0.03784295
-3.51930031,-0.04608295,0.05340739
-3.51920031,-0.04608295,0.05340739
-3.51910031,-0.04608295,-0.03784295
-3.51900031,-0.04608295,0.05340739
-3.51890031,-0.04608295,0.05340739
-3.51880031,-0.04608295,0.05340739
-3.51870031,0.04394665,0.05340739
-3.51860031,-0.04608295,0.05340739
-3.51850031,-0.04608295,-0.03784295
-3.51840031,-0.04608295,0.05340739
-3.51830031,-0.04608295,0.05340739
-3.51820031,-0.04608295,-0.03784295
-3.51810031,-0.04608295,-0.03784295
-3.51800031,0.04394665,-0.03784295
-3.51790031,-0.04608295,0.05340739
-3.51780031,0.04394665,0.05340739
-3.51770031,-0.04608295,0.05340739
-3.51760031,-0.04608295,0.05340739
-3.51750031,-0.04608295,0.05340739
-3.51740031,-0.04608295,-0.03784295
-3.51730031,0.04394665,-0.03784295
-3.51720031,-0.04608295,0.05340739
-3.51710031,0.04394665,0.05340739
-3.51700031,0.04394665,-0.03784295
-3.51690031,-0.04608295,-0.03784295
-3.51680031,-0.04608295,0.05340739
-3.51670031,-0.04608295,0.05340739
-3.51660031,-0.04608295,0.05340739
-3.51650031,-0.04608295,0.05340739
-3.51640031,-0.04608295,0.05340739
-3.51630031,-0.04608295,-0.03784295
-3.51620031,-0.04608295,0.05340739
-3.51610031,0.04394665,0.05340739
-3.51600031,-0.04608295,0.05340739
-3.51590031,-0.04608295,0.05340739
-3.51580031,0.04394665,0.05340739
-3.51570031,0.04394665,0.05340739
-3.51560031,-0.04608295,-0.03784295
-3.51550031,-0.04608295,-0.03784295
-3.51540031,-0.04608295,-0.03784295
-3.51530031,-0.04608295,0.05340739
-3.51520031,-0.04608295,0.05340739
-3.51510031,-0.04608295,0.05340739
-3.51500031,-0.04608295,-0.03784295
-3.51490031,0.04394665,0.05340739
-3.51480031,0.04394665,0.05340739
-3.51470031,-0.04608295,0.05340739
-3.51460031,-0.04608295,0.05340739
-3.51450031,0.04394665,0.05340739
-3.51440031,-0.04608295,0.05340739
-3.51430031,0.04394665,-0.03784295
-3.51420031,-0.04608295,0.05340739
-3.51410031,-0.04608295,0.05340739
-3.51400031,-0.04608295,0.05340739
-3.51390031,0.04394665,0.05340739
-3.51380031,-0.04608295,0.05340739
-3.51370031,-0.04608295,0.05340739
-3.51360031,-0.04608295,0.05340739
-3.51350031,-0.04608295,-0.03784295
-3.51340031,-0.04608295,0.05340739
-3.51330031,-0.04608295,-0.03784295
-3.51320031,-0.04608295,0.05340739
-3.51310031,-0.04608295,-0.03784295
-3.51300031,0.04394665,-0.03784295
-3.51290031,-0.04608295,0.05340739
-3.51280031,0.04394665,0.05340739
-3.51270031,0.04394665,0.05340739
-3.51260031,-0.04608295,0.05340739
-3.51250031,-0.04608295,0.05340739
-3.51240031,-0.04608295,-0.03784295
-3.51230031,-0.04608295,0.05340739
-3.51220031,-0.04608295,-0.03784295
-3.51210031,0.04394665,0.05340739
-3.51200031,-0.04608295,0.05340739
-3.51190031,0.04394665,0.05340739
-3.51180031,-0.04608295,-0.03784295
-3.51170031,0.04394665,0.05340739
-3.51160031,0.04394665,0.05340739
-3.51150031,0.04394665,0.05340739
-3.51140031,-0.04608295,-0.03784295
-3.51130031,0.04394665,-0.03784295
-3.51120031,-0.04608295,0.05340739
-3.51110031,-0.04608295,0.05340739
-3.51100031,-0.04608295,-0.03784295
-3.51090031,-0.04608295,0.05340739
-3.51080031,-0.04608295,0.05340739
-3.51070031,-0.04608295,0.05340739
-3.51060031,0.04394665,0.05340739
-3.51050031,-0.04608295,0.05340739
-3.51040031,0.04394665,0.05340739
-3.51030031,-0.04608295,0.05340739
-3.51020031,0.04394665,0.05340739
-3.51010031,0.04394665,0.05340739
-3.51000031,0.04394665,0.05340739
-3.50990031,-0.04608295,0.05340739
-3.50980031,-0.04608295,0.05340739
-3.50970031,-0.04608295,0.05340739
-3.50960031,-0.04608295,0.05340739
-3.50950031,-0.04608295,0.05340739
-3.50940031,-0.04608295,-0.03784295
-3.50930031,0.04394665,0.05340739
-3.50920031,0.04394665,0.05340739
-3.50910031,-0.04608295,0.05340739
-3.50900031,-0.04608295,-0.03784295
-3.50890031,-0.04608295,-0.03784295
-3.50880031,-0.04608295,0.05340739
-3.50870031,-0.04608295,0.05340739
-3.50860031,-0.04608295,0.05340739
-3.50850031,-0.04608295,0.05340739
-3.50840031,-0.04608295,0.05340739
-3.50830031,-0.04608295,-0.03784295
-3.50820031,0.04394665,0.05340739
-3.50810031,-0.04608295,-0.03784295
-3.50800031,0.04394665,0.05340739
-3.50790031,-0.04608295,0.05340739
-3.50780031,-0.04608295,-0.03784295
-3.50770031,-0.04608295,0.05340739
-3.50760031,0.04394665,0.05340739
-3.50750031,0.04394665,0.05340739
-3.50740031,-0.04608295,-0.03784295
-3.50730031,0.04394665,0.05340739
-3.50720031,-0.04608295,0.05340739
-3.50710031,-0.04608295,0.05340739
-3.50700031,-0.04608295,0.05340739
-3.50690031,-0.04608295,-0.03784295
-3.50680031,0.04394665,0.05340739
-3.50670031,-0.04608295,-0.03784295
-3.50660031,-0.04608295,0.05340739
-3.50650031,-0.04608295,-0.03784295
-3.50640031,0.04394665,0.05340739
-3.50630031,-0.04608295,0.05340739
-3.50620031,-0.04608295,0.05340739
-3.50610031,-0.04608295,0.05340739
-3.50600031,-0.04608295,0.05340739
-3.50590031,0.04394665,0.05340739
-3.50580031,0.04394665,-0.03784295
-3.50570031,-0.04608295,0.05340739
-3.50560031,-0.04608295,0.05340739
-3.50550031,-0.04608295,-0.03784295
-3.50540031,-0.04608295,0.05340739
-3.50530031,-0.04608295,0.05340739
-3.50520031,0.04394665,0.05340739
-3.50510031,0.04394665,0.05340739
-3.50500031,-0.04608295,0.05340739
-3.50490031,-0.04608295,0.05340739
-3.50480031,-0.04608295,-0.03784295
-3.50470031,-0.04608295,-0.03784295
-3.50460031,-0.04608295,0.05340739
-3.50450031,-0.04608295,0.05340739
-3.50440031,-0.04608295,0.05340739
-3.50430031,-0.04608295,-0.03784295
-3.50420031,-0.04608295,0.05340739
-3.50410031,-0.04608295,0.05340739
-3.50400031,-0.04608295,0.05340739
-3.50390031,-0.04608295,0.05340739
-3.50380031,-0.04608295,-0.03784295
-3.50370031,-0.04608295,0.05340739
-3.50360031,0.04394665,0.05340739
-3.50350031,-0.04608295,0.05340739
-3.50340031,-0.04608295,0.05340739
-3.50330031,-0.04608295,-0.03784295
-3.50320031,0.04394665,0.05340739
-3.50310031,-0.04608295,0.05340739
-3.50300031,-0.04608295,-0.03784295
-3.50290031,-0.04608295,0.05340739
-3.50280031,0.04394665,0.05340739
-3.50270031,-0.04608295,-0.03784295
-3.50260031,-0.04608295,0.05340739
-3.50250031,0.04394665,0.05340739
-3.50240031,-0.04608295,0.05340739
-3.50230031,-0.04608295,0.05340739
-3.50220031,-0.04608295,-0.03784295
-3.50210031,-0.04608295,0.05340739
-3.50200031,0.04394665,0.05340739
-3.50190031,-0.04608295,0.05340739
-3.50180031,-0.04608295,-0.03784295
-3.50170031,-0.04608295,0.05340739
-3.50160031,-0.04608295,-0.03784295
-3.50150031,0.04394665,0.05340739
-3.50140031,-0.04608295,0.05340739
-3.50130031,-0.04608295,0.05340739
-3.50120031,0.04394665,-0.03784295
-3.50110031,-0.04608295,0.05340739
-3.50100031,-0.04608295,0.05340739
-3.50090031,0.04394665,0.05340739
-3.50080031,0.04394665,0.05340739
-3.50070031,0.04394665,-0.03784295
-3.50060031,-0.04608295,0.05340739
-3.50050031,-0.04608295,-0.03784295
-3.50040031,-0.04608295,0.05340739
-3.50030031,-0.04608295,-0.03784295
-3.50020031,-0.04608295,0.05340739
-3.50010031,-0.04608295,0.05340739
-3.50000031,-0.04608295,-0.03784295
-3.49990031,0.04394665,0.05340739
-3.49980031,0.04394665,0.05340739
-3.49970031,-0.04608295,0.05340739
-3.49960031,-0.04608295,0.05340739
-3.49950031,-0.04608295,-0.03784295
-3.49940031,-0.04608295,0.05340739
-3.49930031,-0.04608295,0.05340739
-3.49920031,-0.04608295,0.05340739
-3.49910031,0.04394665,-0.03784295
-3.49900031,-0.04608295,0.05340739
-3.49890031,0.04394665,0.05340739
-3.49880031,0.04394665,-0.03784295
-3.49870031,-0.04608295,-0.03784295
-3.49860031,0.04394665,-0.03784295
-3.49850031,-0.04608295,0.05340739
-3.49840031,-0.04608295,0.05340739
-3.49830031,-0.04608295,-0.03784295
-3.49820031,-0.04608295,0.05340739
-3.49810031,0.04394665,0.05340739
-3.49800031,-0.04608295,0.05340739
-3.49790031,-0.04608295,0.05340739
-3.49780031,0.04394665,0.05340739
-3.49770031,-0.04608295,0.05340739
-3.49760031,-0.04608295,0.05340739
-3.49750031,-0.04608295,0.05340739
-3.49740031,-0.04608295,0.05340739
-3.49730031,0.04394665,0.05340739
-3.49720031,0.04394665,0.05340739
-3.49710031,-0.04608295,0.05340739
-3.49700031,-0.04608295,0.05340739
-3.49690031,0.04394665,-0.03784295
-3.49680031,0.04394665,0.05340739
-3.49670031,-0.04608295,0.05340739
-3.49660031,-0.04608295,0.05340739
-3.49650031,-0.04608295,0.05340739
-3.49640031,-0.04608295,0.05340739
-3.49630031,-0.04608295,0.05340739
-3.49620031,0.04394665,-0.03784295
-3.49610031,0.04394665,0.05340739
-3.49600031,-0.04608295,-0.03784295
-3.49590031,0.04394665,-0.03784295
-3.49580031,-0.04608295,-0.03784295
-3.49570031,-0.04608295,0.05340739
-3.49560031,-0.04608295,0.05340739
-3.49550031,-0.04608295,0.05340739
-3.49540031,-0.04608295,0.05340739
-3.49530031,-0.04608295,-0.03784295
-3.49520031,-0.04608295,0.05340739
-3.49510031,0.04394665,-0.03784295
-3.49500031,-0.04608295,0.05340739
-3.49490031,-0.04608295,0.05340739
-3.49480031,-0.04608295,0.05340739
-3.49470031,-0.04608295,-0.03784295
-3.49460031,0.04394665,0.05340739
-3.49450031,-0.04608295,0.05340739
-3.49440031,-0.04608295,0.05340739
-3.49430031,0.04394665,0.05340739
-3.49420031,-0.04608295,0.05340739
-3.49410031,0.04394665,0.05340739
-3.49400031,-0.04608295,0.05340739
-3.49390031,0.04394665,0.05340739
-3.49380031,0.04394665,-0.03784295
-3.49370031,-0.04608295,-0.03784295
-3.49360031,-0.04608295,0.05340739
-3.49350031,-0.04608295,0.05340739
-3.49340031,-0.04608295,0.05340739
-3.49330031,-0.04608295,-0.03784295
-3.49320031,-0.04608295,-0.03784295
-3.49310031,-0.04608295,0.05340739
-3.49300031,-0.04608295,0.05340739
-3.49290031,-0.04608295,0.05340739
-3.49280031,0.04394665,-0.03784295
-3.49270031,-0.04608295,0.05340739
-3.49260031,-0.04608295,0.05340739
-3.49250031,-0.04608295,0.05340739
-3.49240031,-0.04608295,0.05340739
-3.49230031,-0.04608295,-0.03784295
-3.49220031,-0.04608295,0.05340739
-3.49210031,0.04394665,0.05340739
-3.49200031,0.04394665,0.05340739
-3.49190031,-0.04608295,0.05340739
-3.49180031,-0.04608295,-0.03784295
-3.49170031,0.04394665,0.05340739
-3.49160031,-0.04608295,0.05340739
-3.49150031,-0.04608295,0.05340739
-3.49140031,-0.04608295,-0.03784295
-3.49130031,0.04394665,0.05340739
-3.49120031,0.04394665,0.05340739
-3.49110031,0.04394665,0.05340739
-3.49100031,-0.04608295,0.05340739
-3.49090031,0.04394665,0.05340739
-3.49080031,0.04394665,0.05340739
-3.49070031,-0.04608295,0.05340739
-3.49060031,-0.04608295,-0.03784295
-3.49050031,0.04394665,0.05340739
-3.49040031,-0.04608295,0.05340739
-3.49030031,-0.04608295,0.05340739
-3.49020031,-0.04608295,-0.03784295
-3.49010031,-0.04608295,0.05340739
-3.49000031,0.04394665,0.05340739
-3.48990031,-0.04608295,-0.03784295
-3.48980031,-0.04608295,-0.03784295
-3.48970031,-0.04608295,0.05340739
-3.48960031,-0.04608295,-0.03784295
-3.48950031,-0.04608295,-0.03784295
-3.48940031,0.04394665,-0.03784295
-3.48930031,0.04394665,0.05340739
-3.48920031,-0.04608295,0.05340739
-3.48910031,-0.04608295,0.05340739
-3.48900031,0.04394665,0.05340739
-3.48890031,-0.04608295,-0.03784295
-3.48880031,-0.04608295,0.05340739
-3.48870031,0.04394665,0.05340739
-3.48860031,0.04394665,0.05340739
-3.48850031,-0.04608295,0.05340739
-3.48840031,-0.04608295,0.05340739
-3.48830031,-0.04608295,-0.03784295
-3.48820031,-0.04608295,0.05340739
-3.48810031,-0.04608295,-0.03784295
-3.48800031,-0.04608295,0.05340739
-3.48790031,-0.04608295,0.05340739
-3.48780031,0.04394665,0.05340739
-3.48770031,-0.04608295,0.05340739
-3.48760031,-0.04608295,-0.03784295
-3.48750031,-0.04608295,0.05340739
-3.48740031,-0.04608295,0.05340739
-3.48730031,-0.04608295,-0.03784295
-3.48720031,0.04394665,0.05340739
-3.48710031,0.04394665,0.05340739
-3.48700031,0.04394665,-0.03784295
-3.48690031,0.04394665,0.05340739
-3.48680031,0.04394665,0.05340739
-3.48670031,0.04394665,0.05340739
-3.48660031,0.04394665,0.05340739
-3.48650031,-0.04608295,-0.03784295
-3.48640031,-0.04608295,0.05340739
-3.48630031,0.04394665,0.05340739
-3.48620031,0.04394665,0.05340739
-3.48610031,0.04394665,0.05340739
-3.48600031,-0.04608295,0.05340739
